"groupId","catalogId","status","reviewAction","candidateCount","profileCount","profiles","providers","confidenceLevels","highestReviewConfidenceScore","deferredFromNextBatch","makam","form","usul","title","composer","priorityGroup","decisionReason","decisionReviewedAt","decisionReviewedBy"
"hicaz--ornek_oz--sofyan--1--ruhi_ayangil:review-group","hicaz--ornek_oz--sofyan--1--ruhi_ayangil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Ornek Oz","Sofyan","1","Ruhi Ayangil","pdf-and-musicxml","","",""
"hicaz--ornek_oz--yuruksemai--1--ruhi_ayangil:review-group","hicaz--ornek_oz--yuruksemai--1--ruhi_ayangil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Ornek Oz","Yuruksemai","1","Ruhi Ayangil","pdf-and-musicxml","","",""
"hicaz--oyunhavasi--nimsofyan--gezinti--urfa:review-group","hicaz--oyunhavasi--nimsofyan--gezinti--urfa","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Oyunhavasi","Nimsofyan","Gezinti","Urfa","pdf-and-musicxml","","",""
"hicaz--rumeliturkusu--sofyan--gemi_kalkar--rumeli:review-group","hicaz--rumeliturkusu--sofyan--gemi_kalkar--rumeli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Rumeliturkusu","Sofyan","Gemi Kalkar","Rumeli","pdf-and-musicxml","","",""
"hicaz--sarki--agir_aksaksemai--hasret_odu--tanburi_ali_efendi:review-group","hicaz--sarki--agir_aksaksemai--hasret_odu--tanburi_ali_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agir Aksaksemai","Hasret Odu","Tanburi Ali Efendi","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--cevr-i_hicrin--bulbuli_salih_efendi:review-group","hicaz--sarki--agiraksak--cevr-i_hicrin--bulbuli_salih_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Cevr İ Hicrin","Bulbuli Salih Efendi","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--derdimi_ummana--serif_icli:review-group","hicaz--sarki--agiraksak--derdimi_ummana--serif_icli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Derdimi Ummana","Serif İcli","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--hali_nezimde--sevki_bey:review-group","hicaz--sarki--agiraksak--hali_nezimde--sevki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Hali Nezimde","Sevki Bey","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--omrum_artar--bimen_sen:review-group","hicaz--sarki--agiraksak--omrum_artar--bimen_sen","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Omrum Artar","Bimen Sen","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--seni_sevda--ibrahim_uygun:review-group","hicaz--sarki--agiraksak--seni_sevda--ibrahim_uygun","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Seni Sevda","İbrahim Uygun","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--severim_can_u--sevki_bey:review-group","hicaz--sarki--agiraksak--severim_can_u--sevki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Severim Can U","Sevki Bey","pdf-and-musicxml","","",""
"hicaz--sarki--agiraksak--soylemez_miydim--ii_mahmud:review-group","hicaz--sarki--agiraksak--soylemez_miydim--ii_mahmud","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agiraksak","Soylemez Miydim","İi Mahmud","pdf-and-musicxml","","",""
"hicaz--sarki--agirevfer--bak_ne_hale--haci_arif_bey:review-group","hicaz--sarki--agirevfer--bak_ne_hale--haci_arif_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Agirevfer","Bak Ne Hale","Haci Arif Bey","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--bana_yardan--sadettin_kaynak:review-group","hicaz--sarki--aksak--bana_yardan--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Bana Yardan","Sadettin Kaynak","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--ben_gamli_hazan--melahat_pars:review-group","hicaz--sarki--aksak--ben_gamli_hazan--melahat_pars","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Ben Gamli Hazan","Melahat Pars","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--bilmiyorum--sevki_bey:review-group","hicaz--sarki--aksak--bilmiyorum--sevki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Bilmiyorum","Sevki Bey","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--bir_an--omer_sami_gupgup:review-group","hicaz--sarki--aksak--bir_an--omer_sami_gupgup","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Bir An","Omer Sami Gupgup","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--bir_bahar--selahaddin_pinar:review-group","hicaz--sarki--aksak--bir_bahar--selahaddin_pinar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Bir Bahar","Selahaddin Pinar","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--bir_gul--melahat_pars:review-group","hicaz--sarki--aksak--bir_gul--melahat_pars","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Bir Gul","Melahat Pars","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--can_hasta--ahmet_rasim_bey:review-group","hicaz--sarki--aksak--can_hasta--ahmet_rasim_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Can Hasta","Ahmet Rasim Bey","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--gormedim_omrumun--kadri_sencalar:review-group","hicaz--sarki--aksak--gormedim_omrumun--kadri_sencalar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Gormedim Omrumun","Kadri Sencalar","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--hastayim_yasiyorum--udi_hrant:review-group","hicaz--sarki--aksak--hastayim_yasiyorum--udi_hrant","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Hastayim Yasiyorum","Udi Hrant","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--kis_geldi--sevki_bey:review-group","hicaz--sarki--aksak--kis_geldi--sevki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Kis Geldi","Sevki Bey","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--kiz_sen--alaeddin_yavasca:review-group","hicaz--sarki--aksak--kiz_sen--alaeddin_yavasca","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Kiz Sen","Alaeddin Yavasca","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--korfezdeki_uc_bes--yildirim_gurses:review-group","hicaz--sarki--aksak--korfezdeki_uc_bes--yildirim_gurses","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Korfezdeki Uc Bes","Yildirim Gurses","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--pencerenin_perdesini--muhlis_sabahaddin_ezgi:review-group","hicaz--sarki--aksak--pencerenin_perdesini--muhlis_sabahaddin_ezgi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Pencerenin Perdesini","Muhlis Sabahaddin Ezgi","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--sazlar_calinir--yesari_asim_arsoy:review-group","hicaz--sarki--aksak--sazlar_calinir--yesari_asim_arsoy","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Sazlar Calinir","Yesari Asim Arsoy","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--sen_bu_yerden--sevki_bey:review-group","hicaz--sarki--aksak--sen_bu_yerden--sevki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Sen Bu Yerden","Sevki Bey","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--tasdi_edeyim--haci_arif_bey:review-group","hicaz--sarki--aksak--tasdi_edeyim--haci_arif_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Tasdi Edeyim","Haci Arif Bey","pdf-and-musicxml","","",""
"hicaz--sarki--aksak--yuzum_gulse--selahaddin_pinar:review-group","hicaz--sarki--aksak--yuzum_gulse--selahaddin_pinar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Aksak","Yuzum Gulse","Selahaddin Pinar","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--acmazsan_eger--yesari_asim_arsoy:review-group","hicaz--sarki--curcuna--acmazsan_eger--yesari_asim_arsoy","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Acmazsan Eger","Yesari Asim Arsoy","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--aksam_erdi--rahmi_bey:review-group","hicaz--sarki--curcuna--aksam_erdi--rahmi_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Aksam Erdi","Rahmi Bey","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--ates-i_suzan-i--haci_faik_bey:review-group","hicaz--sarki--curcuna--ates-i_suzan-i--haci_faik_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Ates İ Suzan İ","Haci Faik Bey","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--ben_hic--erol_sayan:review-group","hicaz--sarki--curcuna--ben_hic--erol_sayan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Ben Hic","Erol Sayan","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--gonul_yarasindan--selahaddin_pinar:review-group","hicaz--sarki--curcuna--gonul_yarasindan--selahaddin_pinar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Gonul Yarasindan","Selahaddin Pinar","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--ruya_gibi--avni_anil:review-group","hicaz--sarki--curcuna--ruya_gibi--avni_anil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Ruya Gibi","Avni Anil","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--severim_her--lemi_atli:review-group","hicaz--sarki--curcuna--severim_her--lemi_atli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Severim Her","Lemi Atli","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--sine-i_suzanima--lemi_atli:review-group","hicaz--sarki--curcuna--sine-i_suzanima--lemi_atli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Sine İ Suzanima","Lemi Atli","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--unutulmus_degilsin--irfan_ozbakir:review-group","hicaz--sarki--curcuna--unutulmus_degilsin--irfan_ozbakir","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Unutulmus Degilsin","İrfan Ozbakir","pdf-and-musicxml","","",""
"hicaz--sarki--curcuna--yesil_gozlerini--sadettin_kaynak:review-group","hicaz--sarki--curcuna--yesil_gozlerini--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Curcuna","Yesil Gozlerini","Sadettin Kaynak","pdf-and-musicxml","","",""
"hicaz--sarki--devrihindi--baglanip_zulf--sevki_bey:review-group","hicaz--sarki--devrihindi--baglanip_zulf--sevki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Devrihindi","Baglanip Zulf","Sevki Bey","pdf-and-musicxml","","",""
"hicaz--sarki--devrihindi--benim_yarim--ahmet_uzel:review-group","hicaz--sarki--devrihindi--benim_yarim--ahmet_uzel","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Devrihindi","Benim Yarim","Ahmet Uzel","pdf-and-musicxml","","",""
"hicaz--sarki--devrihindi--kudretin_kafi--haci_arif_bey:review-group","hicaz--sarki--devrihindi--kudretin_kafi--haci_arif_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Devrihindi","Kudretin Kafi","Haci Arif Bey","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--acik_birak--sekip_ayhan_ozisik:review-group","hicaz--sarki--duyek--acik_birak--sekip_ayhan_ozisik","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Acik Birak","Sekip Ayhan Ozisik","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--aglar_gezerim--alaeddin_yavasca:review-group","hicaz--sarki--duyek--aglar_gezerim--alaeddin_yavasca","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Aglar Gezerim","Alaeddin Yavasca","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--aski_seninle--fehmi_tokay:review-group","hicaz--sarki--duyek--aski_seninle--fehmi_tokay","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Aski Seninle","Fehmi Tokay","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--ayrilik_canlari--omer_sami_gupgup:review-group","hicaz--sarki--duyek--ayrilik_canlari--omer_sami_gupgup","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Ayrilik Canlari","Omer Sami Gupgup","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--bir_atesim--avni_anil:review-group","hicaz--sarki--duyek--bir_atesim--avni_anil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Bir Atesim","Avni Anil","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--bogazici--alaeddin_yavasca:review-group","hicaz--sarki--duyek--bogazici--alaeddin_yavasca","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Bogazici","Alaeddin Yavasca","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--dilsad_olacak--avni_anil:review-group","hicaz--sarki--duyek--dilsad_olacak--avni_anil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Dilsad Olacak","Avni Anil","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--gonlumu_yaktin--karnik_garmiryan:review-group","hicaz--sarki--duyek--gonlumu_yaktin--karnik_garmiryan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Gonlumu Yaktin","Karnik Garmiryan","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--hasretim_sana--zeynettin_maras:review-group","hicaz--sarki--duyek--hasretim_sana--zeynettin_maras","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Hasretim Sana","Zeynettin Maras","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--hicbir_seyde--fethi_karamahmutoglu:review-group","hicaz--sarki--duyek--hicbir_seyde--fethi_karamahmutoglu","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Hicbir Seyde","Fethi Karamahmutoglu","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--husn-u_guftarin--ali_rifat_cagatay:review-group","hicaz--sarki--duyek--husn-u_guftarin--ali_rifat_cagatay","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Husn U Guftarin","Ali Rifat Cagatay","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--ic_durma--kadri_sencalar:review-group","hicaz--sarki--duyek--ic_durma--kadri_sencalar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","İc Durma","Kadri Sencalar","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--inanmaz_kanmaz--sinan_sipahi:review-group","hicaz--sarki--duyek--inanmaz_kanmaz--sinan_sipahi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","İnanmaz Kanmaz","Sinan Sipahi","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--istanbulda_bogazicinde--sekip_ayhan_ozisik:review-group","hicaz--sarki--duyek--istanbulda_bogazicinde--sekip_ayhan_ozisik","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","İstanbulda Bogazicinde","Sekip Ayhan Ozisik","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--kader_kime--avni_anil:review-group","hicaz--sarki--duyek--kader_kime--avni_anil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Kader Kime","Avni Anil","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--kederden_mi--nasibin_mehmet_yuru:review-group","hicaz--sarki--duyek--kederden_mi--nasibin_mehmet_yuru","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Kederden Mi","Nasibin Mehmet Yuru","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--seni_ben--amir_ates:review-group","hicaz--sarki--duyek--seni_ben--amir_ates","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Seni Ben","Amir Ates","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--sensizligi_ben--zekai_tunca:review-group","hicaz--sarki--duyek--sensizligi_ben--zekai_tunca","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Sensizligi Ben","Zekai Tunca","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--sevmiyorum_seni--avni_anil:review-group","hicaz--sarki--duyek--sevmiyorum_seni--avni_anil","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Sevmiyorum Seni","Avni Anil","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--soyleyemem_derdimi--sukru_tunar:review-group","hicaz--sarki--duyek--soyleyemem_derdimi--sukru_tunar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Soyleyemem Derdimi","Sukru Tunar","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--unuttum_sanma--goksel_baktagir:review-group","hicaz--sarki--duyek--unuttum_sanma--goksel_baktagir","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Unuttum Sanma","Goksel Baktagir","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--yalan_degil--yusuf_nalkesen:review-group","hicaz--sarki--duyek--yalan_degil--yusuf_nalkesen","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Yalan Degil","Yusuf Nalkesen","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--yalancinin_birine--necdet_tokatlioglu:review-group","hicaz--sarki--duyek--yalancinin_birine--necdet_tokatlioglu","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Yalancinin Birine","Necdet Tokatlioglu","pdf-and-musicxml","","",""
"hicaz--sarki--duyek--yesil_gozlerinden--umit_mutlu:review-group","hicaz--sarki--duyek--yesil_gozlerinden--umit_mutlu","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Duyek","Yesil Gozlerinden","Umit Mutlu","pdf-and-musicxml","","",""
"hicaz--sarki--evfer--bir_seni--selahattin_icli:review-group","hicaz--sarki--evfer--bir_seni--selahattin_icli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Evfer","Bir Seni","Selahattin İcli","pdf-and-musicxml","","",""
"hicaz--sarki--evfer--mah_yuzune--dede_efendi:review-group","hicaz--sarki--evfer--mah_yuzune--dede_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Evfer","Mah Yuzune","Dede Efendi","pdf-and-musicxml","","",""
"hicaz--sarki--evsat--nicin_a_sevdigim--nikogos_aga:review-group","hicaz--sarki--evsat--nicin_a_sevdigim--nikogos_aga","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Evsat","Nicin A Sevdigim","Nikogos Aga","pdf-and-musicxml","","",""
"hicaz--sarki--kapali_curcuna--anladim_sevmeyeceksin--selahaddin_pinar:review-group","hicaz--sarki--kapali_curcuna--anladim_sevmeyeceksin--selahaddin_pinar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Kapali Curcuna","Anladim Sevmeyeceksin","Selahaddin Pinar","pdf-and-musicxml","","",""
"hicaz--sarki--kapali_curcuna--anlatilmaz_bin--erdogan_yildizel:review-group","hicaz--sarki--kapali_curcuna--anlatilmaz_bin--erdogan_yildizel","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Kapali Curcuna","Anlatilmaz Bin","Erdogan Yildizel","pdf-and-musicxml","","",""
"hicaz--sarki--kapali_curcuna--hancer-i_askinla--ekrem_guyer:review-group","hicaz--sarki--kapali_curcuna--hancer-i_askinla--ekrem_guyer","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Kapali Curcuna","Hancer İ Askinla","Ekrem Guyer","pdf-and-musicxml","","",""
"hicaz--sarki--nimsofyan--ah_edip--kadri_sencalar:review-group","hicaz--sarki--nimsofyan--ah_edip--kadri_sencalar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Nimsofyan","Ah Edip","Kadri Sencalar","pdf-and-musicxml","","",""
"hicaz--sarki--nimsofyan--aksam_olur--dramali_hasan_hasguler:review-group","hicaz--sarki--nimsofyan--aksam_olur--dramali_hasan_hasguler","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Hicaz","Sarki","Nimsofyan","Aksam Olur","Dramali Hasan Hasguler","pdf-and-musicxml","","",""
